;ID_chantier;CI;Client;Zone_km;Statut;Date_installation;Adresse;latitude;longitude
934;2071;833X.ETD 370637;BYES T&D;151 à 200 km;Archivé;10/03/2020;2 Route des perches, 36190 CUZION;46,4586412;1,6194427
937;178;BOF501;BBGO/NormPIC/OF industrie;51 à 100 km;Archivé;29/03/2016;Rue Jean-baptiste Joseph DUBUC, 76200 Dieppe;49,9045639;1,0758536
938;31;BCA602;BBGO/NormPIC/Caen;51 à 100 km;Archivé;24/05/2016;Chemin de la Plane, 14600 Equemauville;49,3941;0,2076
939;659;024X.BBR505;BBGO/OUEST;101 à 150 km;Archivé;08/07/2015;10 rue Lividic, 29410 SAINT THEGONNEC;48,5203073;-3,9420284
941;4048;024X.HHN23D;BBGO/NormPIC/Rouen;0 à 50 km;Traité;22/01/2024;RUE DE MARIGNAN, 76500 ELBEUF;49,2867;1,0029
942;1707;BZNX.226220;BZ/BZ SE;Zone IDF 0 à 50 km;Archivé;03/06/2019;Pont Daydé, Pointe Amont - Ile Seguin, 92100 BOULOGNE BILLANCOURT;48,8333;2,25
943;274;516100;BBCSO/SO/REOL;51 à 100 km;Archivé;16/02/2016;Centre de formation, rue de l'aviation, 31600 MURET;43,4595;1,2453
944;1978;EXTX.174059;EXT;201 à 250 km;Traité;25/11/2019;Rond Point du Portier, 98000 MONACO;43,7411045;7,4300992
947;263;516300;BBCSO/SO/REOL;101 à 150 km;Archivé;25/04/2016;Avenue de l'agrobiopole, 31326 Auzeville-Tolosane;43,52777;1,4824
948;2933;027X.IE2103;BBNE/IEN/IEN Est;0 à 50 km;Traité;13/01/2025;rue du Néolithique, plateforme LIDL, 67960 ENTZHEIM;48,5322;7,6333
950;1655;T01X.309600;BY TP/TPRP;Zone IDF 0 à 50 km;Traité;16/01/2019;Face au 76, avenue Gambetta, 92400 COURBEVOIE;48,8967;2,2567
952;2529;848X.2OAP29;BYES;0 à 50 km;Traité;14/04/2021;place Magnau, 31140 ST LOUP CAMMAS;43,6974062;1,4795964
953;3932;570X.NA2307;TP RF/TPRF ONE;151 à 200 km;Traité;01/01/2024;rue Emile Duchâtel, (à côté gare SNCF d'EPERNAY), 51200 EPERNAY;49,05;3,95
956;1993;BZNX.222126;IEP/IEP;Zone IDF 0 à 50 km;Archivé;06/01/2020;78 Rue du Grand Vaux, 91216 EPINAY SUR ORGE;48,67338;2,31074
957;2160;B09X.PS0582;HAS/HAS NEUF;0 à 50 km;Archivé;04/01/2021;89-71 Rue de la Division Leclerc, ZAC de la croix ronde, 91360 EPINAY SUR ORGE;56,30145;10,47505
959;1912;024X.BCA23E;BBGO/NormPIC/Caen;101 à 150 km;Traité;02/10/2023;Chemin du Varaique, 14610 EPRON;49,219278;-0,3662067
961;3056;848X.ARP013;BYES;0 à 50 km;Traité;11/02/2022;114 Rue Ambroise Croizat , 93200 ST DENIS;48,9275909;2,3517136
962;1705;BZNX.226222;BZ/BZ SE;Zone IDF 0 à 50 km;Traité;17/04/2019;114 Rue Ambroise Croizat, 93200 ST DENIS;48,9275909;2,3517136
963;2190;024X.BRE20A;BBGO/OUEST/Rennes;101 à 150 km;Archivé;03/08/2020;26 avenue du Canada, 35000 RENNES;48,0850108;-1,6827474
964;2657;570X.OU2102;TP RF/TPRF ONE;101 à 150 km;Archivé;13/09/2021;SANEF Senlis, 60300 SENLIS;49,2074108;2,6101808
965;847;BZNX.224115;HAS/HAS REHA;Zone IDF 0 à 50 km;Archivé;02/10/2017;rue de la concorde, 95120 ERMONT;48,9974277;2,2531827
966;1803;024X.BRE905;BBGO/OUEST/Rennes;101 à 150 km;Archivé;09/12/2019;"Rue Clément Adler, 48°08'01.2""N 1°36'55.5""W, 35510 CESSON SEVIGNE";48,1212;-1,603
968;166;BLH504;BBGO/NormPIC/Le Havre;51 à 100 km;Archivé;23/05/2016;Route de St Jacques, 76430 Etainhus;49,568523;0,3175571
969;3174;848X.AZ2122;BYES;0 à 50 km;Traité;16/05/2022;Place Gaston Beau, 91150 ETAMPES;48,3468;2,1659
970;1765;Z41X.PC0095;CPI/CPI;0 à 50 km;Archivé;17/06/2019;Avenue du golf, 78280 GUYANCOURT;48,7559515;2,0717608
973;3838;022X.123140;BBCSO/CO/ORLS;51 à 100 km;Traité;08/04/2024;rue pierre nicole, 28000 CHARTRES;48,4478249;1,4816102
974;4157;022X.123160;BBCSO/CO/ORLS;51 à 100 km;Traité;08/04/2024;rue pierre nicole, 28000 CHARTRES;48,4478249;1,4816102
975;171;BR1604;BBGO/NormPIC/Rouen;0 à 50 km;Archivé;16/11/2016;Rue de la mare aux planches, 76100 Rouen;49,4348098;1,0788214
976;2015;024X.HHN20A;BBGO/NormPIC/Rouen;0 à 50 km;Archivé;24/08/2020;5 Chemin du coudray, 27930  FAUVILLE;49,0280864;1,1966545
978;1380;024X.BLH803;BBGO/NormPIC/Réha;0 à 50 km;Archivé;01/04/2019;Rue Hector Berlioz , 27000 EVREUX;49,0164335;1,1311821
980;1871;024X.BPN903;BBGO/NormPIC/Rouen;0 à 50 km;Archivé;15/09/2019;61 Rue Isambard, UEHC , 27000 EVREUX;49,0241;1,1508
986;3288;570X.VL2203;TP RF/CSO;101 à 150 km;Traité;25/08/2022;5  Bd de Rochemado, 53600 EVRON;48,1550921;-0,3956771
988;2024;BZNX.221173;BZ/BAT;0 à 50 km;Archivé;15/06/2020;2 Impasse du Télégraphe, 91000 EVRY;48,6308697;2,4318421
989;3469;B09X.PS0644;HAS/HAS NEUF;Zone IDF 0 à 50 km;Traité;22/08/2023;avenue de l'orme à Martin, 91000 EVRY;48,6310466;2,4153108
990;3647;Z32X.PO0220;INDUSTRIE France/INDUSTRIE France/INDUSTRIE IDF;0 à 50 km;Traité;17/05/2023;Place du 19 mars 1962 , Bras de Fer-Evry Genopole, 91000 EVRY;48,63333;2,45
992;1688;TTRX.780296;BY TP/TPS;> 300 km;Traité;29/04/2019;Avenue Adolphe Turrel, 11210 PORT LA NOUVELLE;43,018782;3,0591425
993;289;516400;BBCSO/SO/REOL;0 à 50 km;Archivé;30/05/2016;21 Avenue de l'hippodrome, 33320 Eysines;44,8772124;-0,6252298
995;3219;833X.370717;BYES;0 à 50 km;Traité;28/06/2022;212 AVENUE D'ARGENTEUIL, 92230 GENNEVILLIERS;48,9369447;2,2590251
996;2273;570X.VS2001;TP RF/VSL FR;51 à 100 km;Archivé;16/11/2020;Quai Bougainville, 76600 LE HAVRE;49,4714132;0,1867992
997;1241;TTWX.780268;BY TP/SEP BYTP;51 à 100 km;Traité;01/08/2020;quai Bougainville, Zone portuaire 1860, 76600 LE HAVRE;49,4938;0,1077
998;3960;027X.IE2303;BBNE/OF/OF Est;151 à 200 km;Traité;09/10/2023;2, rue du Colonel LILLY, LILLY France SAS, 67640 FEGERSHEIM;48,503583;7,695957
1000;2276;027X.IEE2002;BBNE/OF/OF Est;0 à 50 km;Archivé;30/11/2020;2, rue du Colonel LILLY, LILLY France SAS, 67640 FEGERSHEIM;48,503583;7,695957
1001;3399;020X.223020;BBSE/HN/HN RAAU;151 à 200 km;Traité;19/02/2024;ZAC FERNEY INNOVATION PAINBOEUF, 01210 FERNEY VOLTAIRE;46,2586;6,1106
1002;3049;Z32X.PO0178;INDUSTRIE France/INDUSTRIE France/INDUSTRIE IDF;0 à 50 km;Traité;01/04/2022;20 Avenue Joseph Paxton, , 77164 FERRIERES EN BRIE;48,8287422;2,7069191
1004;1868;TBTX.199019;BCSN;> 300 km;Archivé;16/09/2019;CNPE Flamanville, Accès Nord EPR FLA3 , 50340 FLAMANVILLE;49,486;-1,7823
1005;197;700300;BBGO/SQU;151 à 200 km;Archivé;09/05/2016;route de la mine, 50340 flamanville;49,486;-1,7823
1007;169;N04X.240005;BBNE/SNO;> 300 km;Archivé;01/10/2019;CNPE Flamanville, Poste d'accès Nord (EPR), 50340 FLAMANVILLE;49,486;-1,7823
1009;1776;833X.370614;BYES T&D;51 à 100 km;Archivé;03/06/2019;109 rue de la Combe Caduc, Poste Electrique de Fleac, 16730 FLEAC;45,66667;0,1
1011;1788;022X.DV119440;BBCSO/CO/ORLS;0 à 50 km;Traité;13/01/2020;Avenue des Cosmonautes, Résidence Les Cosmonautes, 45400 FLEURY LES AUBRAIS;47,9333;1,9181
1012;4080;B16X.PK0005;INDUSTRIE France/INDUSTRIE France/INDUSTRIE IDF;0 à 50 km;Traité;06/12/2023;1 Rue Jean Jacques Rousseau, 91700 FLEURY MEROGIS;48,6373;2,3638
1013;1542;024X.BCA905;BBGO/NormPIC/Caen;101 à 150 km;Archivé;06/01/2020;11 rue du stade, 14123 FLEURY SUR ORNE;49,147719;-0,3715548
1016;271;309583;BY TP;51 à 100 km;Archivé;01/08/2016;Quai des Charbonniers, 44600 Saint Nazaire;47,2833;-2,2
1017;737;848x.ASJ059;BYES AX;0 à 50 km;Archivé;01/04/2016;rue jean ALFONSEA, 33270 FLOIRAC;44,8324;-0,5141
1018;254;314100;BBCSO/SO/BDX;0 à 50 km;Archivé;01/03/2016;Rue Alfonsea, Grande salle de spectacle, 33270 Floirac;44,8324;-0,5141
1019;1597;T01X.305294;BY TP/TPRP;Zone IDF 0 à 50 km;Archivé;14/01/2019;Route de Mennecy, 91000 EVRY;48,6442969;2,4212421
1022;3617;EXTX.462806;COLAS/COLAS;51 à 100 km;Traité;21/03/2023;1150 RUE ALBERT PERNE, 76740 FONTAINE LE DUN;49,8072144;0,8381588
1023;393;B33X.PR0170;HAR/HAR/HAR;Zone IDF 0 à 50 km;Archivé;24/09/2018;68 Rue Paul Langevin, 92260 Fontenay Aux Roses;48,7933;2,2927
1024;1538;BZNX.221146;BZ/BAT;0 à 50 km;Archivé;01/10/2019;25 bd Henri Ruel , Arriver par l'Avenue de Fontenay, 94120 FONTENAY SOUS BOIS;48,8544;2,4827
1028;1202;B09X.PS0548;HAS/HAS NEUF;Zone IDF 0 à 50 km;Archivé;17/09/2018;16 Rue MICHELET, 94120 FONTENAY SOUS BOIS;48,8522985;2,4737418
1032;707;024X.BRE702;BBGO/OUEST/Rennes;101 à 150 km;Archivé;02/10/2017;Rue du Bois Rondel, 35000 RENNES;48,1199123;-1,6710066
1037;2583;B09X.PS0549;HAS/HAS NEUF;0 à 50 km;Traité;11/10/2021;38-46 Avenue de la Division Leclerc, 94260 FRESNES;48,7570366;2,3307839
1043;1311;G07X.452747;BBGO/OUEST/Brest;51 à 100 km;Archivé;10/02/2020;Avenue Ingénieur Général Stosskopf, 56600 LANESTER;47,7503938;-3,3390099
1048;391;B33X.pr0175;HAR/HAR/HAR;0 à 50 km;Archivé;02/04/2018;72/74 Rue du Colonel de Rochebrune, 92380 Garches;48,8554188;2,1957985
1050;2803;Z32X.PO0201;EQUIPEMENTS PUBLICS/EQUIPEMENTS PUBLICS/EQUIP PUBLIC :  Etat & administrations;0 à 50 km;Traité;14/03/2023;2-6 Avenue Leon Harmel, 92160 ANTONY;48,7360316;2,3108262
1051;1362;EXTX.931440909;T2A;Zone IDF 0 à 50 km;Traité;30/01/2017;38 rue Saint Simon, 94000 CRETEIL;48,793278;2,449708
1052;1614;BZNX.222119;IEP/IEP;0 à 50 km;Archivé;18/02/2019;Promenade du 7eme art, 77200 TORCY;48,85;2,65
1053;35;222104;BZ/GCI;Zone IDF 0 à 50 km;Archivé;06/03/2017;4 Rue de l’abbé Rousseau , Gare de Versailles Chantier, 78000 Versailles;48,80472;2,13417
1054;1363;EXTX.931440906;T2A;Zone IDF 0 à 50 km;Traité;30/01/2017;118 avenue de la liberté, 94700 MAISONS ALFORT;48,7945524;2,4322618
1055;1364;EXTX.931440910;T2A;Zone IDF 0 à 50 km;Archivé;30/01/2017;20 avenue Maximilien Robespier, 94400 VITRY SUR SEINE;48,7872;2,4033
1057;2403;Z41X.PC0115;CPI/CPI;0 à 50 km;Archivé;15/11/2021;Gare du Nord, 18 Rue de Dunkerque, 75010 PARIS 10;1,55278;15,64056
1058;1746;BZNX.222121;IEP/IEP;0 à 50 km;Archivé;15/07/2019;GARE DE PONT DE L'ALMA, 25 QUAI BRANLY 75007 PARIS, 75007 PARIS 07;33,0033;-96,882
1059;2802;Z32X.PO0201.;EQUIPEMENTS PUBLICS/EQUIPEMENTS PUBLICS/EQUIP PUBLICS : Société du Grand Paris;0 à 50 km;Traité;14/03/2024;Intersection Rue du Theatre et Avenue du Noyer Manbert, 91300 MASSY;48,72692;2,28301
1060;2800;Z32X.PO0187;EQUIPEMENTS PUBLICS/EQUIPEMENTS PUBLICS/EQUIP PUBLIC :  Etat & administrations;0 à 50 km;Traité;19/12/2022;15 rue Gustave Eiffel , 94000 CRETEIL;48,7934694;2,4491005
1062;3104;848X.AZ1704;BYES T&D;0 à 50 km;Traité;15/03/2022;RUE DE L ESPERENCE , 95800 COURDIMANCHE;49,0364;2,0761
1064;383;024X.BEV703;BBGO/NormPIC/Réha;51 à 100 km;Archivé;25/09/2017;Rue de Paris, 27620 GASNY;49,090918;1,6052277
1065;871;024X.QUI BEV706;BBGO/NormPIC/Réha;0 à 50 km;Archivé;27/02/2018;Rue Désiré Granet, 76530 GRAND COURONNE;49,3599877;1,0121204
1066;1407;833X.F1152C;BYES T&D;51 à 100 km;Archivé;27/09/2018;Rue de la Pierre Percée, 44550 MONTOIR DE BRETAGNE;47,30268;-2,1650948
1069;3856;BZNX.VR0004;BZ/BZ SE;0 à 50 km;Traité;13/07/2023;Avenue des Louvresses, 92230 GENNEVILLIERS;48,9447777;2,3059169
1070;317;022X.327390;BBCSO/SO/BDX;51 à 100 km;Archivé;11/09/2017;174 chemin de Boisne, 16130 GENSAC LA PALLUE;45,6167;-0,2167
1071;2671;848X.AKA042;BYES;0 à 50 km;Archivé;16/08/2021;3, Rue Rateau, 93120 LA COURNEUVE;48,9254354;2,4021097
1072;2055;S31X.PC0110;CPI/CPI;0 à 50 km;Traité;01/06/2021;9 rue du Président Allende , 94250 GENTILLY;48,811996;2,347414
1073;3824;833X.30T788;BYES T&D;0 à 50 km;Traité;01/08/2023;6 Rue de la Garde, chez ROUXEL TP, 44300 NANTES;47,2173;-1,5534
1074;2100;027X.ON2001;BBNE/OF/OF Est;101 à 150 km;Archivé;11/05/2020;10, place du monument, 21220 GEVREY CHAMBERTIN;47,2264529;4,9725059
1075;2716;024X.BCA23D;BBGO/NormPIC/Caen;101 à 150 km;Traité;25/09/2023;Rue de l'heure exquise, ZAC CHEMIN DE CLOPEE, 14730 GIBERVILLE;49,1816;-0,2839
1080;242;325030;BBCSO/SO/BDX;0 à 50 km;Archivé;23/03/2017;50 Avenue Marcel DASSAULT, Immeuble NEREE, 33000 Bordeaux;44,8404;-0,5805
1082;181;BBS605;BBGO/NormPIC/Beauvais;51 à 100 km;Archivé;31/01/2017;route de delincourt, 27140 Gisors;49,2663382;1,7890661
1085;1189;570X.TPF OU1801;TP RF/TPRF ONE;51 à 100 km;Archivé;02/07/2018;PN 41, RUE LEROY MOULIN, 76220 FERRIERES EN BRAY;49,4697;1,671
1086;1236;570X.ou1804;TP RF/TPRF ONE;51 à 100 km;Archivé;22/10/2018;L'église, 27150 BOUCHEVILLIERS;49,3167;1,5667
1087;1217;570X.OU1803;TP RF/TPRF ONE;51 à 100 km;Archivé;07/01/2019;Chemin du fossé, Rue des prés, 76440 FORGES LES EAUX;49,6631;1,56
1090;2995;024X.PBE22D;BBGO/NormPIC/Beauvais;51 à 100 km;Traité;06/02/2023;33 route de Rouen, 27140 GISORS;49,2793947;1,7593467
1091;3437;024X.HOF22B;BBGO/NormPIC/Rouen;51 à 100 km;Traité;13/03/2023; 15 Rue Pierre Corneille, 76110 GODERVILLE;49,6457817;0,3598969
1092;3374;022X.322100;BBCSO/SO/BDX;101 à 150 km;Traité;05/02/2024;Route des fours à chaux, 16160 GOND PONTOUVRE;45,6775739;0,175978
1093;2200;024X.BBR21A;BBGO/OUEST/Brest;101 à 150 km;Traité;17/05/2021;Venelle des Lilas, 29850 GOUESNOU;48,4522148;-4,4644519
1094;1882;024X.BBE903;BBGO/NormPIC/Beauvais;51 à 100 km;Traité;01/03/2021;RUE PASTEUR,  GOURNAY EN BRAY;49,48285;1,72471
1095;3276;T01X.TULX.63A001;BY TP/TPS;0 à 50 km;Traité;01/12/2023;CEA CADARACHE, 13108 saint paul lez durance;43,6996571;5,7405504
1098;1139;024X.BR1802;BBGO/NormPIC/Rouen;0 à 50 km;Archivé;07/01/2019;Chemin de la poudrière, 76120 LE GRAND QUEVILLY;49,3971258;1,0548032
1100;1884;020X.181010;BBSE/OF/OF PALR;151 à 200 km;Traité;30/11/2021;28 chemin de clavary, 06130 GRASSE;43,6194348;6,930952
1104;4115;020X.623020;BBSE/HR/HR RAAU;51 à 100 km;Traité;03/06/2024;140 galerie de l'arlequin, 38100 GRENOBLE;45,1628632;5,7319137
1105;2518;020X.623010;BBSE/HR/HR RAAU;51 à 100 km;Traité;18/03/2024;30 galerie de l'arlequin, 38100 GRENOBLE;45,1658889;5,7316318
1106;3351;020X.223010;BBSE/HN/HN RAAU;51 à 100 km;Traité;18/12/2023;8 rue de chamrousse, 38000 GRENOBLE;45,1793753;5,7250592
1108;2460;020X.122010;BBSE/OF/OF RAAU;51 à 100 km;Traité;05/09/2022;31 rue Aimé REQUET, 38000 GRENOBLE;45,2034737;5,7043781
1111;3966;024X.PBE23A;BBGO/NormPIC/Beauvais;51 à 100 km;Traité;15/01/2024;115 Avenue UTRILLO, 95410 GROSLAY;48,9779229;2,3595312
1112;2336;024X.PBE21A;BBGO/NormPIC/Beauvais;101 à 150 km;Archivé;14/06/2021;RUE DE MONTMAGNY, 95410 GROSLAY;48,9803083;2,3521342
1114;1590;022X.319010;BBCSO/SO/BDX;0 à 50 km;Traité;26/08/2019;RUE CHAIGNEAU, 33000 BORDEAUX;44,8574733;-0,5899573
1115;2710;570X.VS2101;TP RF/VSL FR;51 à 100 km;Traité;20/09/2021;Route départementale 113, 78930 GUERVILLE;48,9303;1,7567
1116;101;TPS GUERVI;TP RF/SEP TPRF;51 à 100 km;Archivé;04/04/2016;RD 113, 78930 GUERVILLE;48,9303;1,7567
1117;525;SGF 449987;BBSE/SEP SE;101 à 150 km;Archivé;24/04/2017;Route de Pont Cabioch, DRSSA, 29820  Guilers;48,4298;-4,5129
1119;921;024X.QUI IIN801;BBGO/NormPIC/OF industrie;101 à 150 km;Archivé;03/09/2018;avenue Leon Blum, 78280 GUYANCOURT;48,761579;2,0672416
1120;1501;BZNX.221143;IEP/IEP;0 à 50 km;Archivé;21/01/2019;7 avenue Eugène Freyssinet, 78280 GUYANCOURT;48,7835445;2,0631377
1122;2214;024X.BNA20D;BBGO/PDL/Nantes;0 à 50 km;Traité;13/10/2020;Diffus sur 21 communes dans le 44 , Rue st Jacques (1ère livraison),  Touvois ;45,95007;-73,56586
1128;2707;022X.120110;BBCSO/CO/ORLS;51 à 100 km;Traité;01/09/2021;Rue du bois de Loup, 28130 HANCHES;48,6011392;1,6596875
1135;2359;B08X.PR0222;HAR/HAR/HAR;0 à 50 km;Traité;01/02/2022;8 Avenue M FOCH, 77500 CHELLES;48,8811;2,5929
1142;2360;B08X.PR0227;HAR/HAR/HAR;0 à 50 km;Traité;01/06/2022;19 Avenue du Professeur Cadiot, 94700 MAISONS ALFORT;48,804266;2,432892
1154;3220;T01X.309621;BY TP/TPRP;0 à 50 km;Traité;28/06/2022;Chemin de la ferme du Poult, 78300 POISSY;48,8980354;1,9933145
1155;1019;024X.BLH706;BBGO/NormPIC/Le Havre;51 à 100 km;Archivé;02/01/2019;Rue du 8 Mai 1945, 76700 HARFLEUR;49,5114869;0,2023887
1197;4108;B09X.PS0645;HAS/HAS NEUF;0 à 50 km;Traité;12/02/2024;115 bd La Villette, 75010 PARIS 10;1,55278;15,64056
1204;3068;027X.HR2201;BBNE/Hab/HAR Nord;0 à 50 km;Traité;03/04/2023;23, rue Gorghemetz, (base vie encadrement), 59510 HEM;50,6526;3,1868
1206;738;BZNX.221118;BZ/BAT;Zone IDF 0 à 50 km;Archivé;02/11/2017;Avenue Philippe Seguin, 95220 HERBLAY;48,9899;2,1699
1209;3094;027X.HR2208;BBNE/Hab/HAR Est;101 à 150 km;Archivé;08/11/2022;11b, avenue de la Concorde, 54440 HERSERANGE;49,5237991;5,8010289
1210;2888;570X.OU2106;TP RF/TPRF ONE;0 à 50 km;Archivé;21/02/2022;261-501 RN 15, Base-vie principale accessible par la D6015, 27400 VIRONVAY;28,8;84,8
1211;693;024X.BBR702;BBGO/OUEST/Brest;101 à 150 km;Archivé;04/01/2018;Rue Colonel Fonferrier, 29200 BREST;48,3916391;-4,4927335
1213;2849;024X.HTS21F;BBGO/NormPIC/TS Normandie Picardie;0 à 50 km;Archivé;29/11/2021;Route de Louvier, Usine Essity, 27400 HONDOUVILLE;49,1916;1,1753
1216;3129;S40X.P00019;EQUIPEMENTS PUBLICS/EQUIPEMENTS PUBLICS/EQUIP PUBLIC :  Etat & administrations;0 à 50 km;Traité;12/06/2023;44 Rue Lherault Clouqueur, 95100 ARGENTEUIL;48,95;2,25
1218;1103;022X.428030;BBCSO/SO/TLSE;151 à 200 km;Archivé;21/01/2019;911 avenue du Touring club, hossegord asureva hôtel, 401500 SOORTS HOSSEGORD;43,6649;-1,39717
1219;1440;024X.BCA807;BBGO/NormPIC/Caen;151 à 200 km;Archivé;29/10/2018;Hameau Escures Route Bayeux, 14520 COMMES;49,3482;-0,8067
1220;1894;024X.BNA906;BBGO/PDL/Nantes;0 à 50 km;Archivé;02/03/2020;boulevard jean monnet, 44000 NANTES;47,2121741;-1,5539968
1221;734;BZNX.224112;HAS/HAS REHA;Zone IDF 0 à 50 km;Archivé;02/10/2017;26, 28 rue DESAIX, Résidence DESAIX, 78800 HOUILLES;48,9216;2,1926
1224;2686;024X.HTS21A;BBGO/NormPIC/TS Normandie Picardie;0 à 50 km;Archivé;07/07/2021;13 boulevard André Siegfried, 76130 MONT ST AIGNAN;49,4576347;1,0675313
1226;2249;Z32X.222128;IEP/IEP;Zone IDF 0 à 50 km;Archivé;01/06/2021;16 Rue de Lisbonne, 93110 ROSNY SOUS BOIS;48,881638;2,469817
1227;321;780263;BY TP/TPRP;Zone IDF 0 à 50 km;Archivé;01/03/2017;Boulevard du Rû de Nesle, 93160 Noisy Le Grand;48,8343118;2,5833039
1229;345;PS0476;DT2;0 à 50 km;Archivé;07/11/2016;20 rue gommonvilliers, 91430 Igny;48,7332389;2,2220013
1236;1550;024X.BBR902;BBGO/OUEST/Brest;101 à 150 km;Archivé;28/08/2019;Ile longue, 29160 CROZON;48,2965288;-4,5216362
1237;1668;027X.OFN908;BBNE/OF/OF Est;0 à 50 km;Archivé;09/03/2020;rue de l'Industrie, lycée hotelier, 67400 ILLKIRCH GRAFFENSTADEN;48,5289;7,7152
1238;3699;570X.IF2304;EQUIPEMENTS PUBLICS/EQUIPEMENTS PUBLICS/EQUIP PUBLIC :  Collectivités  locales;0 à 50 km;Traité;18/09/2023;24  - 30 av Corentin Cariou , 75019 PARIS 19;48,8817;2,3822
1243;339;BPO702;BBGO/OUEST;51 à 100 km;Archivé;14/03/2017;BP7 Bellevue Coëtquidan , Lycée Brocéliande , 56380 Guer;47,9587;-2,1479
1244;1681;Z32X.223054;INDUSTRIE France/INDUSTRIE France/INDUSTRIE IDF;0 à 50 km;Traité;16/09/2019;114 Rue Ambroise Croizat , 93200 ST DENIS;48,9275909;2,3517136
1245;1996;Z32X.223056;IEP/IEP;Zone IDF 0 à 50 km;Archivé;03/01/2022;3 Avenue des Grands Champs, 95500 LE THILLAY;49,0105454;2,488431
1246;258;515500;BBCSO/SO/REOL;0 à 50 km;Archivé;01/06/2016;10 Avenue Edouard Belin, BP 54032, 31055 Toulouse;43,60426;1,44367
1249;1579;EXTX.931765;COLAS/COLAS;Zone IDF 0 à 50 km;Archivé;29/11/2018;72 rue du Fort, 92130 ISSY LES MOULINEAUX;48,8186777;2,2729236
1250;1188;S24X.PC0096;CPI/CPI;0 à 50 km;Traité;12/09/2019;10 avenue de la Republique, 92130 ISSY LES MOULINEAUX;48,825996;2,2734021
1252;1182;BZNX.225179;HAS/HAS REHA;0 à 50 km;Archivé;01/08/2018;49 rue Gabriel Peri, 92130 ISSY LES MOULINEAUX;48,8204011;2,2744073
1254;1970;BZNX.PH0024;HAS/HAS REHA;Zone IDF 0 à 50 km;Archivé;12/11/2019;2-4 BIS RUE MARCEL SAMBA, 92130 ISSY LES MOULINEAUX;48,821;2,2772
1255;361;PC0076;CPI/CPI;Zone IDF 0 à 50 km;Archivé;23/08/2016;Rue Guynemer, 92130 Issy Les Moulineaux;48,8292625;2,2763255
1256;2252;B09X.PH0040;HAS/HAS NEUF;Zone IDF 0 à 50 km;Archivé;01/12/2020;58 Rue de l'Egalité, 92130 ISSY LES MOULINEAUX;48,8193237;2,2646457
1258;1114;BZNX.226188;BZ/BZ SE;Zone IDF 0 à 50 km;Archivé;15/03/2018;95 Rue du Gouverneur Général EBOUE, 92130 ISSY LES MOULINEAUX;48,8241552;2,2635088
1259;3413;B08X.PR0245;HAR/HAR/HAR;0 à 50 km;Traité;15/06/2023;60 avenue de Gaulle, 92130 ISSY LES MOULINEAUX;48,821;2,2772
1261;2505;020X.691010;BBSE/HR/HR PALR;0 à 50 km;Traité;21/11/2022;chemin des barigoules, 13800 ISTRES;43,4952415;4,9832843
1262;2020;G10X.190000;BBSE/OF/OF PALR;0 à 50 km;Archivé;12/04/2021;Base Aérienne Istres, 13800 ISTRES;43,5167;4,9833
1263;2552;G07X.293010;BBSE/HN/HN PALR;0 à 50 km;Traité;18/12/2023;avenue ange bertolli, 13800 ISTRES;43,5167;4,9833
1265;1175;B33X.PR0189;HAR/HAR/HAR;0 à 50 km;Archivé;15/04/2019;24 RUE PIERRE RIGAUD, 94200 IVRY SUR SEINE;48,8134446;2,3998274
1266;390;B08X.PR0205;HAR/HAR/HAR;Zone IDF 0 à 50 km;Traité;23/11/2020;2 Rue Galilée, 94200 Ivry Sur Seine;48,8173566;2,4042983
1269;998;B09X.PS0584;HAS/HAS NEUF;Zone IDF 0 à 50 km;Archivé;17/08/2020;6 RUE GALILEE, 94200 IVRY SUR SEINE;48,8156815;2,4030643
1272;1095;B09X.PS0558;HAS/HAS NEUF;0 à 50 km;Archivé;01/07/2019;12 Rue Maurice Gunsbourg, 94200 IVRY SUR SEINE;48,8131223;2,4060151
1273;1708;BZNX.226213;BZ/BZ SE;Zone IDF 0 à 50 km;Archivé;19/04/2019;12 Rue Maurice GUNSBOURG, 94200 IVRY SUR SEINE;48,8131223;2,4060151
1274;1694;B33X.PR0199;HAR/HAR/HAR;0 à 50 km;Archivé;02/09/2019;120 Boulevard Vaillant Couturier, 94200 IVRY SUR SEINE;48,8149539;2,4014927
1275;2771;B08X.PR0224;HAR/HAR/HAR;0 à 50 km;Archivé;01/03/2022;25-27 rue Lénine, 94200 IVRY SUR SEINE;48,8181101;2,3980016
1276;2618;B09X.PS0651;HAS/HAS NEUF;Zone IDF 0 à 50 km;Traité;19/10/2023;Rue Gunsbourg, 94200 IVRY SUR SEINE;48,8140822;2,4075832
1278;2546;Z32X.PO0162;EQUIPEMENTS PUBLICS/EQUIPEMENTS PUBLICS/EQUIP PUBLIC :  Collectivités  locales;0 à 50 km;Traité;20/12/2021;Angle rue du 19 mars 1962 et de la rue Alexis Chaussinand, 94200 IVRY SUR SEINE;40,57645;-83,38464
1280;2773;B09X.PS0609;HAS/HAS NEUF;Zone IDF 0 à 50 km;Archivé;06/12/2021;3 Cité Auguste Pioline, 94200 IVRY SUR SEINE;48,8119293;2,3913015
1283;1714;B09X.PH0032;HAS/HAS REHA;0 à 50 km;Archivé;09/09/2019;56 Rue Jules Ferry, 93160 NOISY LE GRAND;48,846775;2,574745
